date,campaign_id,advertiser_id,impressions,clicks,conversions,spend_usd,attributed_gmv_usd
2024-12-31,CMP00003,ADV0001,10347,141,5,125.99,343.67
2025-01-01,CMP00003,ADV0001,7520,126,2,55.6,178.93
2025-01-03,CMP00003,ADV0001,9193,209,12,71.97,127.61
2025-01-04,CMP00003,ADV0001,7771,92,2,57.61,189.04
2025-01-05,CMP00003,ADV0001,6680,113,5,54.11,95.47
2025-01-06,CMP00003,ADV0001,9627,189,8,78.37,126.82
2025-01-07,CMP00003,ADV0001,8797,143,12,79.91,136.7
2025-01-08,CMP00003,ADV0001,10625,117,5,85.48,222.94
2025-01-09,CMP00003,ADV0001,10694,175,5,81.53,194.52
2025-01-10,CMP00003,ADV0001,9964,181,11,86.2,194.85
2025-01-11,CMP00003,ADV0001,10004,161,12,78.92,216.66
2025-01-12,CMP00003,ADV0001,9412,93,6,72.05,149.1
2025-01-13,CMP00003,ADV0001,5560,79,3,65.3,131.05
2025-01-14,CMP00003,ADV0001,9240,148,7,78.24,230.65
2025-01-15,CMP00003,ADV0001,6961,146,4,64.3,198.8
2025-01-16,CMP00003,ADV0001,10827,151,14,59.51,173.31
2025-01-17,CMP00003,ADV0001,11623,132,17,88.43,274.66
2025-01-18,CMP00003,ADV0001,8123,121,6,62.31,154.66
2025-01-19,CMP00003,ADV0001,8658,180,8,65.57,133.38
2025-01-20,CMP00003,ADV0001,8486,106,9,74.31,158.76
2025-01-21,CMP00003,ADV0001,7222,132,18,65.56,122.58
2025-01-22,CMP00003,ADV0001,10934,205,20,100.21,261.3
2025-01-23,CMP00003,ADV0001,9724,157,12,70.08,152.35
2025-01-24,CMP00003,ADV0001,12363,169,17,110.33,296.58
2025-01-25,CMP00003,ADV0001,11414,143,9,58.89,138.61
2025-01-26,CMP00003,ADV0001,9157,201,18,70.74,160.11
2025-01-27,CMP00003,ADV0001,10723,230,16,84.26,214.53
2025-01-28,CMP00003,ADV0001,16184,299,16,99.73,349.15
2025-01-29,CMP00003,ADV0001,9127,127,4,81.16,267.25
2025-01-30,CMP00003,ADV0001,8585,131,12,85.22,156.82
2025-01-31,CMP00003,ADV0001,9882,154,11,85.97,203.72
2025-02-01,CMP00003,ADV0001,13600,126,6,81.07,190.6
2025-02-02,CMP00003,ADV0001,8882,165,10,54.36,167.03
2025-02-03,CMP00003,ADV0001,9595,148,14,72.58,161.12
2025-02-04,CMP00003,ADV0001,10106,170,10,78.23,168.44
2025-02-05,CMP00003,ADV0001,29115,682,55,193.68,450.55
2025-02-06,CMP00003,ADV0001,9362,121,8,70.67,122.08
2025-02-07,CMP00003,ADV0001,6203,99,5,64.1,123.68
2025-02-09,CMP00003,ADV0001,11185,243,13,85.57,158.25
2025-02-10,CMP00003,ADV0001,10936,220,12,81.72,155.72
2025-02-11,CMP00003,ADV0001,7281,103,5,66.98,278.94
2025-02-12,CMP00003,ADV0001,16511,331,23,134.22,281.03
2025-02-13,CMP00003,ADV0001,10813,293,36,123.38,184.6
2025-02-15,CMP00003,ADV0001,12640,137,13,94.87,230.44
2025-02-16,CMP00003,ADV0001,11677,172,3,76.96,183.0
2025-02-17,CMP00003,ADV0001,15401,256,16,106.2,260.47
2025-02-18,CMP00003,ADV0001,16000,268,13,110.85,326.89
2025-02-19,CMP00003,ADV0001,10820,140,5,83.89,181.13
2025-02-22,CMP00003,ADV0001,8084,129,8,71.95,130.54
2025-02-23,CMP00003,ADV0001,9605,132,9,68.99,158.1
2025-02-25,CMP00003,ADV0001,13837,138,13,82.44,159.18
2025-02-27,CMP00003,ADV0001,14525,363,40,104.31,296.96
2025-02-28,CMP00003,ADV0001,14921,160,12,121.79,162.88
2025-03-01,CMP00003,ADV0001,6465,97,3,64.25,135.04
2025-03-02,CMP00003,ADV0001,13781,206,8,120.67,202.41
2025-03-03,CMP00003,ADV0001,4689,69,2,55.7,106.41
2025-03-04,CMP00003,ADV0001,15486,332,18,116.06,241.89
2025-03-05,CMP00003,ADV0001,9712,149,8,88.82,227.59
2025-03-06,CMP00003,ADV0001,5807,104,6,54.68,136.92
2025-03-07,CMP00003,ADV0001,12774,210,10,100.11,201.93
2025-03-08,CMP00003,ADV0001,6417,100,6,72.6,168.72
2025-03-09,CMP00003,ADV0001,6983,82,3,86.13,263.16
2025-03-10,CMP00003,ADV0001,10395,212,14,116.74,193.07
2025-03-11,CMP00003,ADV0001,7392,109,9,107.97,225.46
2025-03-12,CMP00003,ADV0001,13997,145,9,108.32,384.02
2025-03-13,CMP00003,ADV0001,10542,171,9,95.92,212.25
2025-03-14,CMP00003,ADV0001,13533,166,11,125.29,392.51
2025-03-15,CMP00003,ADV0001,14741,263,21,92.29,276.11
2025-03-17,CMP00003,ADV0001,11736,204,13,98.24,264.66
2025-03-18,CMP00003,ADV0001,7649,116,5,83.65,199.09
2025-03-19,CMP00003,ADV0001,5989,70,5,52.58,88.42
2025-03-21,CMP00003,ADV0001,11283,182,23,105.03,290.99
2025-03-23,CMP00003,ADV0001,8419,132,11,76.44,168.17
2025-03-25,CMP00003,ADV0001,9503,145,9,80.63,204.61
2025-03-26,CMP00003,ADV0001,9251,140,3,71.92,255.91
2025-03-27,CMP00003,ADV0001,17265,193,15,124.73,332.92
2025-03-29,CMP00003,ADV0001,10554,138,16,91.31,264.25
2025-03-30,CMP00003,ADV0001,13346,240,18,116.84,356.6
2025-04-01,CMP00003,ADV0001,8869,111,10,91.67,297.74
2025-04-02,CMP00003,ADV0001,9780,192,23,97.83,301.01
2025-04-03,CMP00003,ADV0001,10734,253,12,117.17,307.58
2025-04-04,CMP00003,ADV0001,17462,254,12,167.39,489.18
2025-04-06,CMP00003,ADV0001,10480,154,10,82.03,201.31
2025-04-08,CMP00003,ADV0001,10245,157,12,121.09,319.62
2025-04-09,CMP00003,ADV0001,12817,168,15,80.81,181.55
2025-04-10,CMP00003,ADV0001,7781,128,7,77.45,190.25
2025-04-11,CMP00003,ADV0001,8825,162,16,96.6,227.03
2025-04-13,CMP00003,ADV0001,9826,202,14,74.87,133.96
2025-04-14,CMP00003,ADV0001,10875,139,15,98.9,263.07
2025-04-15,CMP00003,ADV0001,9301,196,17,97.32,158.44
2025-04-16,CMP00003,ADV0001,6086,107,18,66.0,143.49
2025-04-17,CMP00003,ADV0001,6037,75,4,55.11,83.02
2025-04-18,CMP00003,ADV0001,9230,201,15,94.54,179.84
2025-04-19,CMP00003,ADV0001,12445,173,14,100.39,297.7
2025-04-20,CMP00003,ADV0001,10758,183,12,70.85,205.78
2025-04-21,CMP00003,ADV0001,16431,241,14,128.1,257.39
2025-04-22,CMP00003,ADV0001,9421,192,10,110.52,302.46
2025-04-23,CMP00003,ADV0001,12093,190,14,83.41,250.32
2025-04-24,CMP00003,ADV0001,8103,205,3,71.57,148.12
2025-04-25,CMP00003,ADV0001,12620,218,17,107.17,288.12
2025-04-26,CMP00003,ADV0001,13806,134,7,90.5,208.56
2025-04-27,CMP00003,ADV0001,5205,100,4,50.14,141.8
2025-04-28,CMP00003,ADV0001,16553,298,12,135.85,285.54
2025-04-29,CMP00003,ADV0001,9785,137,8,92.63,206.85
2025-04-30,CMP00003,ADV0001,19063,399,35,134.71,393.69
2025-05-01,CMP00003,ADV0001,15741,200,10,102.18,234.25
2025-05-02,CMP00003,ADV0001,11032,164,11,83.57,123.58
2025-05-03,CMP00003,ADV0001,7963,100,5,71.46,129.11
2025-05-04,CMP00003,ADV0001,10960,158,12,85.34,287.34
2025-05-05,CMP00003,ADV0001,7944,67,2,87.98,126.84
2025-05-06,CMP00003,ADV0001,8209,128,7,103.21,165.46
2025-05-07,CMP00003,ADV0001,8562,134,6,80.17,170.64
2025-05-08,CMP00003,ADV0001,9389,132,9,75.83,120.22
2025-05-09,CMP00003,ADV0001,16838,235,17,116.57,230.73
2025-05-10,CMP00003,ADV0001,20813,375,21,136.58,198.59
2025-05-11,CMP00003,ADV0001,9973,185,15,85.9,254.3
2025-05-12,CMP00003,ADV0001,10171,152,15,90.05,240.33
2025-05-14,CMP00003,ADV0001,13215,280,28,170.74,404.15
2025-05-15,CMP00003,ADV0001,11906,156,14,104.93,304.05
2025-05-16,CMP00003,ADV0001,14712,279,19,121.73,386.0
2025-05-17,CMP00003,ADV0001,7118,156,8,77.29,203.63
2025-05-18,CMP00003,ADV0001,9014,120,7,74.73,221.6
2025-05-19,CMP00003,ADV0001,10418,286,15,112.5,292.96
2025-05-20,CMP00003,ADV0001,8462,107,4,78.53,236.06
2025-05-21,CMP00003,ADV0001,12416,214,16,142.23,422.09
2025-05-22,CMP00003,ADV0001,8269,117,11,64.34,113.12
2025-05-23,CMP00003,ADV0001,8832,134,5,88.27,253.78
2025-05-24,CMP00003,ADV0001,10605,223,5,93.43,246.05
2025-05-25,CMP00003,ADV0001,10285,241,16,92.75,185.55
2025-05-26,CMP00003,ADV0001,15889,292,18,92.71,290.8
2025-05-27,CMP00003,ADV0001,8514,145,10,88.75,218.85
2025-05-28,CMP00003,ADV0001,9728,324,21,100.14,238.4
2024-07-14,CMP00004,ADV0002,350516,6488,104,2045.02,3580.32
2024-07-15,CMP00004,ADV0002,284131,4705,113,1456.49,2923.11
2024-07-16,CMP00004,ADV0002,121739,2654,52,1350.14,3019.6
2024-07-17,CMP00004,ADV0002,232133,3633,66,1664.67,3438.6
2024-07-18,CMP00004,ADV0002,246370,4672,88,1937.86,4359.44
2024-07-19,CMP00004,ADV0002,174487,4411,152,1548.88,4707.67
2024-07-20,CMP00004,ADV0002,150358,3664,69,948.19,2037.61
2024-07-21,CMP00004,ADV0002,240062,5994,129,1748.65,3228.9
2024-07-23,CMP00004,ADV0002,321822,11353,235,1784.3,4610.92
2024-07-24,CMP00004,ADV0002,168539,4633,75,1611.16,5435.33
2024-07-25,CMP00004,ADV0002,277627,7697,122,1713.38,2626.02
2024-07-26,CMP00004,ADV0002,89989,1638,21,847.37,1572.07
2024-07-27,CMP00004,ADV0002,232773,4388,82,1854.91,3580.9
2024-07-28,CMP00004,ADV0002,266842,6179,117,1888.9,3093.61
2024-07-30,CMP00004,ADV0002,235365,4414,62,1426.54,2605.13
2024-07-31,CMP00004,ADV0002,263530,7797,148,2051.61,4913.72
2024-08-01,CMP00004,ADV0002,157323,4473,76,1139.77,4612.21
2024-08-02,CMP00004,ADV0002,187342,4157,86,1385.69,2255.36
2024-08-03,CMP00004,ADV0002,189238,3062,53,1337.81,3046.2
2024-08-04,CMP00004,ADV0002,285534,5814,85,1371.9,2962.83
2024-08-05,CMP00004,ADV0002,229551,4388,88,1591.68,3394.3
2024-08-06,CMP00004,ADV0002,156302,2676,48,1161.04,2561.34
2024-08-07,CMP00004,ADV0002,257976,4737,62,1597.4,2816.55
2024-08-08,CMP00004,ADV0002,251691,6860,112,1753.69,2718.22
2024-08-09,CMP00004,ADV0002,151208,2686,58,1212.89,2284.33
2024-08-10,CMP00004,ADV0002,217452,4447,83,1127.39,4112.31
2024-08-11,CMP00004,ADV0002,152446,3519,60,882.52,1417.03
2024-08-12,CMP00004,ADV0002,277636,5029,120,1661.26,3314.43
2024-08-13,CMP00004,ADV0002,143824,2422,23,1274.29,2760.9
2024-08-14,CMP00004,ADV0002,265553,6999,135,1753.71,3768.83
2024-08-15,CMP00004,ADV0002,266479,5434,96,2123.86,4956.97
2024-08-16,CMP00004,ADV0002,199788,4631,79,1611.33,3588.89
2024-08-17,CMP00004,ADV0002,212200,6493,118,1419.55,3701.45
2024-08-18,CMP00004,ADV0002,264900,6244,133,1651.74,2553.92
2024-08-19,CMP00004,ADV0002,283571,3461,38,1768.11,3917.66
2024-08-21,CMP00004,ADV0002,314636,9146,125,2006.1,2926.01
2024-08-22,CMP00004,ADV0002,152945,2581,53,1348.59,2579.16
2024-08-23,CMP00004,ADV0002,113847,2387,52,1064.23,2795.32
2024-08-24,CMP00004,ADV0002,220075,3771,56,1254.93,3721.75
2024-08-26,CMP00004,ADV0002,173251,2673,73,1284.27,3556.26
2024-08-27,CMP00004,ADV0002,235107,3793,95,1483.37,3888.74
2024-08-29,CMP00004,ADV0002,312943,6261,76,2019.46,4127.29
2024-08-30,CMP00004,ADV0002,169317,2486,60,1215.46,2141.2
2024-08-31,CMP00004,ADV0002,235689,5194,100,1606.81,2753.45
2024-09-01,CMP00004,ADV0002,227769,5802,102,1406.71,2956.72
2024-09-02,CMP00004,ADV0002,195351,5493,126,1593.25,4800.17
2024-09-14,CMP00005,ADV0002,90532,1489,40,538.11,983.78
2024-09-15,CMP00005,ADV0002,67249,1671,24,408.96,708.07
2024-09-16,CMP00005,ADV0002,65690,1643,31,368.53,947.14
2024-09-17,CMP00005,ADV0002,44048,761,8,301.79,497.34
2024-09-18,CMP00005,ADV0002,69604,1907,35,478.17,1451.94
2024-09-19,CMP00005,ADV0002,84350,1501,20,461.46,649.27
2024-09-20,CMP00005,ADV0002,72993,2001,51,457.47,836.78
2024-09-21,CMP00005,ADV0002,58460,1486,33,466.67,913.24
2024-09-22,CMP00005,ADV0002,77355,1389,7,493.91,1297.78
2024-09-23,CMP00005,ADV0002,48999,1049,20,398.73,1358.09
2024-09-24,CMP00005,ADV0002,69336,1132,19,516.84,915.69
2024-09-26,CMP00005,ADV0002,45893,861,17,321.63,365.45
2024-09-27,CMP00005,ADV0002,80839,1957,58,432.12,626.86
2024-09-28,CMP00005,ADV0002,49456,1155,16,359.58,639.88
2024-10-01,CMP00005,ADV0002,43970,1259,19,354.9,527.55
2024-10-02,CMP00005,ADV0002,96959,1828,44,461.89,1019.44
2024-10-03,CMP00005,ADV0002,65537,1484,39,298.82,749.99
2024-10-04,CMP00005,ADV0002,43961,1042,20,414.52,996.82
2024-10-05,CMP00005,ADV0002,36735,683,11,293.35,929.98
2024-10-07,CMP00005,ADV0002,62332,1772,53,403.99,604.73
2024-10-08,CMP00005,ADV0002,41156,544,12,340.46,960.45
2024-10-10,CMP00005,ADV0002,101527,1668,32,569.76,814.25
2024-10-11,CMP00005,ADV0002,74436,1531,28,391.13,699.12
2024-10-12,CMP00005,ADV0002,62831,1284,35,448.9,1124.45
2024-10-13,CMP00005,ADV0002,114561,1908,36,662.74,1974.55
2024-10-15,CMP00005,ADV0002,52379,1395,37,421.21,1021.37
2024-10-16,CMP00005,ADV0002,47723,1040,30,278.47,858.7
2024-10-17,CMP00005,ADV0002,78520,1625,14,508.99,922.89
2024-10-18,CMP00005,ADV0002,34443,523,7,338.38,666.35
2024-10-20,CMP00005,ADV0002,81268,1504,39,471.73,1272.73
2024-10-21,CMP00005,ADV0002,43320,1427,46,322.6,616.21
2024-10-22,CMP00005,ADV0002,71645,1715,67,457.86,1263.8
2024-10-23,CMP00005,ADV0002,53198,1453,46,424.26,852.19
2024-10-24,CMP00005,ADV0002,50115,934,7,312.72,1048.43
2024-10-25,CMP00005,ADV0002,105141,1700,27,582.78,1425.36
2024-10-26,CMP00005,ADV0002,53365,1215,15,389.4,656.93
2024-10-27,CMP00005,ADV0002,52101,1530,28,332.87,702.98
2024-10-28,CMP00005,ADV0002,33497,849,20,234.77,373.49
2024-10-29,CMP00005,ADV0002,61520,1349,32,362.17,509.48
2024-10-30,CMP00005,ADV0002,59099,915,19,317.02,632.07
2024-10-31,CMP00005,ADV0002,73395,1008,30,462.48,1019.3
2024-11-01,CMP00005,ADV0002,42769,886,21,398.11,873.71
2024-11-02,CMP00005,ADV0002,35991,901,23,494.17,1253.44
2024-11-03,CMP00005,ADV0002,90117,2062,18,699.62,1182.02
2024-11-05,CMP00005,ADV0002,88782,2212,34,848.2,2106.6
2024-11-06,CMP00005,ADV0002,45423,530,9,478.05,806.27
2024-11-07,CMP00005,ADV0002,64183,1158,23,646.11,1394.76
2024-11-08,CMP00005,ADV0002,52221,746,8,487.22,728.65
2024-11-09,CMP00005,ADV0002,62389,1010,29,487.49,902.24
2024-11-10,CMP00005,ADV0002,58849,1136,24,546.87,1121.3
2024-11-11,CMP00005,ADV0002,41167,561,11,482.98,779.34
2024-11-12,CMP00005,ADV0002,62909,930,22,662.98,2390.54
2024-11-13,CMP00005,ADV0002,65433,1014,34,549.41,1330.93
2024-11-14,CMP00005,ADV0002,57158,802,29,531.51,1332.64
2024-11-15,CMP00005,ADV0002,63795,1123,22,612.71,979.88
2024-11-16,CMP00005,ADV0002,48424,1123,17,599.19,2262.25
2024-11-17,CMP00005,ADV0002,49571,780,4,601.05,1092.17
2024-11-18,CMP00005,ADV0002,52740,988,19,446.6,1059.65
2024-11-19,CMP00005,ADV0002,71772,1273,45,842.01,1153.6
2024-11-21,CMP00005,ADV0002,49210,1135,22,497.26,645.66
2024-11-22,CMP00005,ADV0002,58304,780,17,616.74,771.84
2024-11-23,CMP00005,ADV0002,87598,2303,77,520.39,874.18
2024-11-24,CMP00005,ADV0002,62406,1401,28,636.91,1643.35
2024-11-25,CMP00005,ADV0002,73402,1104,24,593.68,1237.7
2024-11-26,CMP00005,ADV0002,46062,1137,37,545.66,1188.85
2024-11-27,CMP00005,ADV0002,77486,1214,17,551.55,1229.1
2024-11-29,CMP00005,ADV0002,73195,1334,20,682.63,1088.82
2024-11-30,CMP00005,ADV0002,42911,900,21,488.75,906.13
2024-12-01,CMP00005,ADV0002,56922,1172,11,563.87,1528.36
2024-12-02,CMP00005,ADV0002,69387,1115,32,519.79,959.97
2024-12-03,CMP00005,ADV0002,85885,2003,55,746.59,1388.57
2024-12-10,CMP00006,ADV0002,257757,4055,205,2711.33,4451.57
2024-12-11,CMP00006,ADV0002,121753,1836,66,1341.92,2999.79
2024-12-12,CMP00006,ADV0002,262206,4029,205,2230.66,4769.85
2024-12-13,CMP00006,ADV0002,204430,2858,188,1925.73,4284.55
2024-12-16,CMP00006,ADV0002,218846,2437,144,1576.65,4171.88
2024-12-17,CMP00006,ADV0002,183407,2520,142,1694.21,5044.05
2024-12-18,CMP00006,ADV0002,150260,2219,125,1665.74,3408.2
2024-12-20,CMP00006,ADV0002,257427,3731,184,2320.65,4465.15
2024-12-21,CMP00006,ADV0002,225424,3383,227,1993.61,3900.12
2024-12-22,CMP00006,ADV0002,173062,2492,143,1794.91,4618.44
2024-12-23,CMP00006,ADV0002,194471,2922,217,2041.09,3154.88
2024-12-25,CMP00006,ADV0002,218056,3001,145,2522.38,8943.57
2024-12-26,CMP00006,ADV0002,159594,2713,130,1768.99,3876.98
2024-12-28,CMP00006,ADV0002,172981,1921,57,1867.42,3327.55
2024-12-29,CMP00006,ADV0002,132132,1602,96,1279.4,2696.28
2024-12-30,CMP00006,ADV0002,268054,4668,291,2543.46,4718.92
2025-01-01,CMP00006,ADV0002,190587,3066,135,984.06,2432.09
2025-01-02,CMP00006,ADV0002,288967,4449,197,1391.68,2335.4
2025-01-03,CMP00006,ADV0002,239080,3931,284,1508.4,2725.69
2025-01-04,CMP00006,ADV0002,351679,3635,174,1352.33,3731.89
2025-01-05,CMP00006,ADV0002,157003,4079,239,1131.77,2016.72
2025-01-06,CMP00006,ADV0002,98112,1321,60,895.67,1300.24
2025-01-07,CMP00006,ADV0002,276383,3153,133,1778.82,5036.17
2025-01-08,CMP00006,ADV0002,209288,3076,121,1156.1,2790.15
2025-01-09,CMP00006,ADV0002,167794,2424,88,1528.48,3876.34
2025-01-10,CMP00006,ADV0002,197616,2990,231,1062.18,2458.5
2025-01-11,CMP00006,ADV0002,137157,1838,123,1009.08,2480.72
2025-01-12,CMP00006,ADV0002,107553,1940,73,701.49,1265.84
2025-01-13,CMP00006,ADV0002,164544,2436,249,1202.37,2529.11
2025-01-14,CMP00006,ADV0002,108510,2267,160,895.3,1666.45
2025-01-15,CMP00006,ADV0002,329420,5831,448,1765.57,4108.11
2025-01-16,CMP00006,ADV0002,232820,2692,118,1218.18,2921.77
2025-01-17,CMP00006,ADV0002,185464,3028,187,1291.66,3064.46
2025-01-18,CMP00006,ADV0002,276799,2994,186,1066.97,2450.84
2025-01-19,CMP00006,ADV0002,263997,4364,238,1423.73,4533.7
2025-01-20,CMP00006,ADV0002,369508,6844,262,2433.95,5307.85
2025-01-21,CMP00006,ADV0002,243421,3588,145,1156.34,2139.79
2025-01-22,CMP00006,ADV0002,244319,2486,109,1391.78,3208.11
2025-01-23,CMP00006,ADV0002,249980,3181,183,1295.39,2691.53
2025-01-25,CMP00006,ADV0002,165807,1939,140,1054.43,2872.42
2025-01-26,CMP00006,ADV0002,213784,2698,225,994.42,2047.2
2025-01-27,CMP00006,ADV0002,197213,3044,182,1142.46,2882.63
2025-01-28,CMP00006,ADV0002,229718,3081,191,1299.58,3353.85
2025-01-29,CMP00006,ADV0002,376117,4800,189,2063.88,3170.44
